parcel_id,parcel_label,hemisphere,network,subregion,system,x_mni,y_mni,z_mni,onset_response_mean,t_vs0,p_uncorrected,p_FDR_BH,sig_FDR_0.05
97,17Networks_LH_SalVentAttnA_ParMed_3,LH,SalVentAttnA,ParMed,Salience / ventral attention,-5.8,-49.1,57.0,0.1627993796230803,4.389322777199071,0.00035372013325200196,0.0010718791916727332,True
98,17Networks_LH_SalVentAttnA_FrMed_1,LH,SalVentAttnA,FrMed,Salience / ventral attention,-6.5,0.8,40.5,0.18798088514965586,5.527500823241096,3.00816889658646e-05,0.00015231234919425114,True
99,17Networks_LH_SalVentAttnA_FrMed_2,LH,SalVentAttnA,FrMed,Salience / ventral attention,-5.3,9.3,48.4,0.3252552093596752,9.038603442027583,4.1321928076302536e-08,8.264385615260507e-07,True
100,17Networks_LH_SalVentAttnA_FrMed_3,LH,SalVentAttnA,FrMed,Salience / ventral attention,-8.5,-2.7,70.9,0.13796158019877744,3.556316819901073,0.0022560402589200824,0.004958330239384797,True
101,17Networks_LH_SalVentAttnB_PFCl_1,LH,SalVentAttnB,PFCl,Salience / ventral attention,-38.2,49.1,11.0,0.29671967987003445,7.239040471771096,9.869453377281936e-07,8.22454448106828e-06,True
102,17Networks_LH_SalVentAttnB_PFCl_2,LH,SalVentAttnB,PFCl,Salience / ventral attention,-28.9,43.3,29.5,0.3220586723601125,9.100311081076578,3.733129977234489e-08,8.264385615260507e-07,True
103,17Networks_LH_SalVentAttnB_PFCl_3,LH,SalVentAttnB,PFCl,Salience / ventral attention,-35.9,32.0,38.5,0.24331429784960024,6.126614311585097,8.70478153216451e-06,5.803187688109674e-05,True
104,17Networks_LH_SalVentAttnB_Ins_1,LH,SalVentAttnB,Ins,Salience / ventral attention,-33.4,16.5,-8.3,0.2858427791894694,8.294384966603973,1.459273969735676e-07,1.8240924621695949e-06,True
105,17Networks_LH_SalVentAttnB_Ins_2,LH,SalVentAttnB,Ins,Salience / ventral attention,-32.9,24.6,-0.8,0.3482110890016512,12.784281249938836,1.8092618572845816e-10,4.2974011785929696e-08,True
106,17Networks_LH_SalVentAttnB_Ins_3,LH,SalVentAttnB,Ins,Salience / ventral attention,-43.3,11.9,2.3,0.3628330252307719,7.535652289568877,5.681682408457589e-07,5.411126103292942e-06,True
107,17Networks_LH_SalVentAttnB_OFC_1,LH,SalVentAttnB,OFC,Salience / ventral attention,-27.1,49.3,-13.7,0.11275556184984857,3.2790317476996336,0.004169834476649373,0.00813626239346219,True
108,17Networks_LH_SalVentAttnB_PFCmp_1,LH,SalVentAttnB,PFCmp,Salience / ventral attention,-6.0,21.8,31.1,0.3954655084955963,12.141629320768137,4.1769085360797773e-10,5.569211381439703e-08,True
109,17Networks_LH_LimbicB_OFC_1,LH,LimbicB,OFC,Limbic,-12.4,24.3,-20.5,0.03147924484590266,1.3595780940525914,0.1907527079833349,0.220523361830445,False
110,17Networks_LH_LimbicB_OFC_2,LH,LimbicB,OFC,Limbic,-23.6,22.4,-19.7,0.12658127572977976,5.8564335089724,1.5142318218041664e-05,9.040189980920397e-05,True
111,17Networks_LH_LimbicB_OFC_3,LH,LimbicB,OFC,Limbic,-10.6,47.3,-21.3,0.01791550375961261,0.8120672016288153,0.4273625826688136,0.46706293187848485,False
112,17Networks_LH_LimbicB_OFC_4,LH,LimbicB,OFC,Limbic,-3.9,23.3,-18.9,0.012545067151911312,0.7333181788191213,0.4728078277957121,0.5083955137588302,False
113,17Networks_LH_LimbicB_OFC_5,LH,LimbicB,OFC,Limbic,-15.4,64.3,-8.5,0.038728659680086666,2.2728596853413516,0.0355230428378522,0.05038729480546412,False
114,17Networks_LH_LimbicA_TempPole_1,LH,LimbicA,TempPole,Limbic,-37.4,-5.5,-42.3,-0.01814323350756065,-0.8724829637609951,0.3944348386026643,0.4346389406089965,False
115,17Networks_LH_LimbicA_TempPole_2,LH,LimbicA,TempPole,Limbic,-25.1,5.8,-38.3,0.017887550901601015,0.7702722902366618,0.4511303828417655,0.4903591117845277,False
116,17Networks_LH_LimbicA_TempPole_3,LH,LimbicA,TempPole,Limbic,-25.6,-9.0,-32.6,0.04675356030011369,2.915945353263039,0.009222079706908625,0.01614011271128601,True
117,17Networks_LH_LimbicA_TempPole_4,LH,LimbicA,TempPole,Limbic,-53.8,-21.4,-31.4,0.03407733317113929,1.2321347425415483,0.23375204711871386,0.2656273262712658,False
118,17Networks_LH_LimbicA_TempPole_5,LH,LimbicA,TempPole,Limbic,-40.1,-21.8,-26.6,-0.0014254308932140508,-0.05458032541468687,0.9570740557338034,0.9570740557338034,False
119,17Networks_LH_LimbicA_TempPole_6,LH,LimbicA,TempPole,Limbic,-31.5,11.5,-29.4,0.01834848690533888,0.7825985063264289,0.44403748939477616,0.4839645660978487,False
120,17Networks_LH_LimbicA_TempPole_7,LH,LimbicA,TempPole,Limbic,-44.2,5.3,-16.2,0.01485941635480642,0.394439608145047,0.6978908114051605,0.7157854475950364,False
121,17Networks_LH_ContA_Temp_1,LH,ContA,Temp,Frontoparietal control,-55.1,-61.7,-0.7,0.17217531822638846,4.1914945850486225,0.0005484853240467929,0.0015130629628877046,True
122,17Networks_LH_ContA_IPS_1,LH,ContA,IPS,Frontoparietal control,-28.8,-74.2,42.3,0.25654539197985277,5.518035004362605,3.068777933623491e-05,0.00015343889668117456,True
123,17Networks_LH_ContA_IPS_2,LH,ContA,IPS,Frontoparietal control,-58.3,-41.6,45.6,0.3063315653566066,5.550414881955529,2.8664876137188243e-05,0.00014699936480609357,True
124,17Networks_LH_ContA_IPS_3,LH,ContA,IPS,Frontoparietal control,-34.4,-62.1,47.9,0.34053917051958554,8.802790059678243,6.117585502886013e-08,1.0195975838143355e-06,True
125,17Networks_LH_ContA_IPS_4,LH,ContA,IPS,Frontoparietal control,-45.0,-41.3,46.7,0.2851124063467983,5.345771456959549,4.41992874229977e-05,0.00020702494551998608,True
126,17Networks_LH_ContA_IPS_5,LH,ContA,IPS,Frontoparietal control,-33.1,-46.5,40.9,0.22840380219109305,4.774976188460581,0.00015145186830322051,0.0005609328455674834,True
127,17Networks_LH_ContA_PFCd_1,LH,ContA,PFCd,Frontoparietal control,-21.2,5.1,64.0,0.1538444867444893,5.035979849468742,8.589167877123694e-05,0.0003616491737736292,True
128,17Networks_LH_ContA_PFClv_1,LH,ContA,PFClv,Frontoparietal control,-47.9,35.1,10.5,0.16202739572152414,4.666009147560791,0.00019225638391864844,0.0006687178571083424,True
129,17Networks_LH_ContA_PFClv_2,LH,ContA,PFClv,Frontoparietal control,-41.6,37.7,21.9,0.31154616683251257,6.370688924764787,5.322563351450813e-06,3.670733345828147e-05,True
130,17Networks_LH_ContA_PFCl_1,LH,ContA,PFCl,Frontoparietal control,-49.4,6.0,25.6,0.1442858193155004,3.7325920863542463,0.0015239127816529814,0.0035647082611765645,True
131,17Networks_LH_ContA_PFCl_2,LH,ContA,PFCl,Frontoparietal control,-44.4,20.2,27.2,0.15652743376027115,3.956812567994694,0.000924636819225185,0.002340852706899203,True
132,17Networks_LH_ContA_PFCl_3,LH,ContA,PFCl,Frontoparietal control,-39.2,7.4,33.5,0.16688757540413893,2.3731634198133733,0.028977098414004344,0.04261338002059463,True
133,17Networks_LH_ContA_Cingm_1,LH,ContA,Cingm,Frontoparietal control,-3.3,6.4,28.5,0.2503704436039638,8.372193383011819,1.2747816042705532e-07,1.7677874287540903e-06,True
134,17Networks_LH_ContB_Temp_1,LH,ContB,Temp,Frontoparietal control,-60.2,-36.4,-18.1,0.1473132129099315,4.328451685593036,0.0004047521802486803,0.0011904475889667069,True
135,17Networks_LH_ContB_Temp_2,LH,ContB,Temp,Frontoparietal control,-60.5,-48.9,-9.7,0.21235172284749274,4.248761772623323,0.00048298824717753495,0.0013799664205072428,True
136,17Networks_LH_ContB_IPL_1,LH,ContB,IPL,Frontoparietal control,-48.9,-59.5,46.9,0.25974398571749485,8.126051574385219,1.9601437057591813e-07,2.3060514185402135e-06,True
137,17Networks_LH_ContB_IPL_2,LH,ContB,IPL,Frontoparietal control,-53.2,-49.6,44.8,0.2934413372687783,7.112353064897778,1.2539938972902187e-06,1.003195117832175e-05,True
138,17Networks_LH_ContB_IPL_3,LH,ContB,IPL,Frontoparietal control,-42.1,-52.2,48.6,0.3929724946182583,9.351058147954838,2.4823858799121275e-08,6.619695679765674e-07,True
139,17Networks_LH_ContB_PFCd_1,LH,ContB,PFCd,Frontoparietal control,-29.9,13.6,57.2,0.17116182342630837,3.90839490096271,0.001029967480875592,0.002558925418324452,True
140,17Networks_LH_ContB_PFClv_1,LH,ContB,PFClv,Frontoparietal control,-41.9,49.1,-6.5,0.13313731324600078,4.659400038809055,0.0001950643879548937,0.0006726358205341161,True
